,,company name,From WCIDWMD,From WCIDWMD,,,,,,type POST or PRE,does the student continue the work they started during their degree? etc
2021,High School Coop Student with Legal Counsel,Canadian Nuclear Labratories,,,,,,https://www.cnl.ca/about-cnl/work-with-us/,,PRE,
2021,Product Marketing Intern,Canopy,,,,,,,,PRE,
2021,AHL Special Projects Intern ,Canucks Sports & Entertainement (CSE),,,,,,https://jobs.canucks.com/,,POST,
2021,Internship Trainee,Central Bank of Jordan,,,,,,https://www.cbj.gov.jo/Default/En,,PRE,
2021,Research Analyst,Charter Cities Institute,,,,,,https://chartercitiesinstitute.org/careers/,,POST,
2021,Fixed Income Intern,China Industrial Securities International Financial Group Limited,,,,,,NA,,POST,
2021,Summer ESG Reporting Researcher,City of Calgary,,,,,,https://www.calgary.ca/careers.html,,POST,
2021,Summer Corporate Governance Student Researcher,City of Calgary,,,,,,https://www.calgary.ca/careers.html,,POST,
2021,Client Management Intern,ClearBank,,,,,,https://clear.bank/join-clearbank,,PRE,
2021,Law Clerk,Cleary Gottlieb Steen & Hamilton LLP,,,,,,https://careers-clearygottlieb.icims.com/jobs/search,,POST,
2021,Marketing Associate,Clyx,,,,,,https://clyx.com/landing,,POST,
2021,User Experience Lead,Clyx,,,,,,https://clyx.com/landing,,POST,
2021,Finance & Leasing Intern,CMHC,,,,,,https://careers.cmhc-schl.gc.ca/,,PRE,
2021,Finance Intern,CMHC,,,,,,https://careers.cmhc-schl.gc.ca/,,PRE,
2021,Finance Intern,CMHC,,,,,,https://careers.cmhc-schl.gc.ca/,,PRE,
2021,Co-founder ,Co-founder ,,,,,,NA,,POST,
2021,Business Services Coordinator,Colliers,,,,,,https://www.colliers.com/en/careers,,POST,
2021,Policy Intern,"Committee on Fuel and Energy Complex, Nuclear Policy and Nuclear Safety, Parliament of Ukraines",,,,,,https://www.rada.gov.ua/en/news/News/News%202/78646.html,,PRE,
2021,"Studio Assistant, Startup Studio",Cornell Tech,,,,,,https://tech.cornell.edu/jobs/,,POST,
2021,"Graduate Student Researcher, Urban Tech Hub",Cornell Tech,,,,,,https://tech.cornell.edu/jobs/,,POST,
2021,"Grader, Applied Machine Learning",Cornell Tech,,,,,,https://tech.cornell.edu/jobs/,,POST,
2021,"Grader, Data Science In The Wild",Cornell Tech,,,,,,https://tech.cornell.edu/jobs/,,POST,
2021,Assistant Administrator,Crestwell Realty Inc,,,,,,https://crestwell.com/careers/,,PRE,
2021,Risk Governance Summer Analyst,Danske Bank,,,,,,https://danskebank.com/careers,,PRE,
2021,Portfolio Risk Management Summer Analyst,Danske Bank,,,,,,https://danskebank.com/careers,,PRE,
2021,Summer Associate,Darling Ventures,Finance - Private Equity,,,,,https://www.linkedin.com/company/darling-ventures,,PRE,
2021,Associate,Darling Ventures,Finance - Private Equity,,,,,https://www.linkedin.com/company/darling-ventures,,PRE,
2021,Contributing Author,Delhi Poetry Slam,,,,,,https://www.delhipoetryslam.com/pages/job-application,,POST,
2021,Summer Intern,Deloitte,,,,,,https://www.deloitte.com/global/en/careers/job-search.html,,PRE,
2021,Business Analyst ,Deloitte,,,,,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,
2021,Consultant,Deloitte,,,,,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,
2021,Analyst ,Deloitte,,,,,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,
2021,Financial Advisory Intern,Deloitte Southeast Asia,,,,,,https://jobs.sea.deloitte.com/,,PRE,
2021,Summer Articled Student,Dentons,,,,,,https://www.dentons.com/en/careers,,POST,
2021,Articling Student,Dentons,,,,,,https://www.dentons.com/en/careers,,POST,
2021,Program and Operations Assistant,Disability Foundation,,,,,,https://disabilityfoundation.org/,,PRE,
2021,Co-Founder,Dunsmir Designs Inc,,,,,,NA,,PRE,
2021,Line Cook,Earls Kitchen + Bar,,,,,,https://earls.ca/careers/,,PRE,
2021,Server,Earls Kitchen + Bar,,,,,,https://earls.ca/careers/,,PRE,
2021,Floor Manager,Earls Kitchen + Bar,,,,,,https://earls.ca/careers/,,PRE,
2021,Production Assistant,Early Music Vancouver,,,,,,https://www.earlymusic.bc.ca/about/jobs/,,PRE,
2021,Business Development Representative,Economist Intelligence: EIU,,,,,,https://www.economistintelligence.com/careers/,,POST,
2021,Junior Policy Analyst - Social Finance Fund,Employment and Social Development Canada (ESDC),,,,,,https://www.canada.ca/en/employment-social-development/campaigns/recruitment.html,,POST,
2021,Researcher (Policy Analyst) - Social Finance Fund,Employment and Social Development Canada (ESDC),,,,,,https://www.canada.ca/en/employment-social-development/campaigns/recruitment.html,,POST,
2021,Program Assistant,entrepreneurship@UBC,,,,,,https://sba.ubc.ca/entrepreneurshipubc-eubc,,PRE,
2021,Business Development Specialist (Intern),entrepreneurship@UBC,,,,,,https://sba.ubc.ca/entrepreneurshipubc-eubc,,PRE,
2021,Data Analytics Specialist (Intern),entrepreneurship@UBC,,,,,,https://sba.ubc.ca/entrepreneurshipubc-eubc,,PRE,
2021,Data Analytics & Operations Specialist,entrepreneurship@UBC,,,,,,https://sba.ubc.ca/entrepreneurshipubc-eubc,,PRE,
2021,Lab2Launch Program Associate,entrepreneurship@UBC ,,,,,,https://sba.ubc.ca/entrepreneurshipubc-eubc,,POST,
2021,Head of M&A and Planning,Equipav,,,,,,https://www.equipav.com.br/en/home/,,POST,
2021,Camp Counselor,Evergreen Adventure Camp,,,,,,https://www.camp-evergreen.com/work-at-camp/,,PRE,
2021,Legal Intern,Eversheds Sutherland,,,,,,https://www.eversheds-sutherland.com/en/global/careers/careers-page,,PRE,
2021,M&A Associate ,Exus Management Partners ,,,,,,https://www.exusrenewables.com/,,POST,
2021,EY Future of Mining Winner,EY,,,,,,https://www.ey.com/en_ca/careers,,PRE,
2021,Strategies & Operations Intern,EY,,,,,,https://www.ey.com/en_ca/careers,,PRE,
2021,Consultant - Strategy & Transactions,EY - Parthenon,,,,,,https://www.ey.com/en_gl/careers/parthenon,,POST,
2021,Senior Consultant,EY - Parthenon,,,,,,https://www.ey.com/en_gl/careers/parthenon,,POST,
2021,Consultant - Strategy & Transactions ,EY - Parthenon,,,,,,https://www.ey.com/en_gl/careers/parthenon,,POST,
2021,Associate Consultant,EY - Parthenon,,,,,,https://www.ey.com/en_gl/careers/parthenon,,POST,
2021,Sustainability Analyst,Fidelity Canada,,,,,,https://careers.fidelity.ca/en/index/,,POST,
2021,Business Development Representative,Fidelity Canada,,,,,,https://careers.fidelity.ca/en/index/,,POST,
2021,Business Development Associate,Fidelity Canada,,,,,,https://careers.fidelity.ca/en/index/,,POST,
2021,Business Development Manager,Fidelity Canada,,,,,,https://careers.fidelity.ca/en/index/,,POST,
2021,Senior Business Development Manager,Fidelity Canada,,,,,,https://careers.fidelity.ca/en/index/,,POST,
2021,Senior Business Development Associate,Fidelity Canada,,,,,,https://careers.fidelity.ca/en/index/,,POST,
2021,Business Development Representative,Fidelity Canada,,,,,,https://careers.fidelity.ca/en/index/,,POST,
2021,Business Development Associate,Fidelity Canada,,,,,,https://careers.fidelity.ca/en/index/,,POST,
2021,Senior Business Development Associate,Fidelity Canada,,,,,,https://careers.fidelity.ca/en/index/,,POST,
2021,Sales/Business Operations Analyst,FISPAN,,,,,,https://fispan.com/company/careers/,,PRE,
2021,"Manager, Sales Enablement",FISPAN,,,,,,https://fispan.com/company/careers/,,POST,
2021,Data Analyst,Flip Electronics,,,,,,https://www.flipelectronics.com/Careers,,PRE,
2021,Data Analysis Intern,Flip Electronics,,,,,,https://www.flipelectronics.com/Careers,,PRE,
2021,Private Equity Analyst Intern,Foursan Group,,,,,,https://4san.com/,,PRE,
2021,Waiter,Gastrosmiths,,,,,,,,PRE,
2021,Market Intelligence Analyst Intern,Glen Dimplex Americas,,,,,,https://www.glendimplex.com/en-ie/careers/working-at-glen-dimplex,,POST,
2021,Research Assistant Intern ,Global infrastructure investment bank ,,,,,,https://www.global-infra.com/careers/,,POST,
2021,Junior Fiscal Policy Analyst,Government of Canada,,,,,,https://www.canada.ca/en/services/jobs/opportunities/government.html,,PRE,
2021,"Investment Analyst, Strategic Innovation Fund",Government of Canada,,,,,,https://www.canada.ca/en/services/jobs/opportunities/government.html,,POST,
2021,Summer Law Student,Gowling WLG,,,,,,https://gowlingwlg.com/en/careers,,POST,
2021,Articling Student,Gowling WLG,,,,,,https://gowlingwlg.com/en/careers,,POST,
2021,Tax Compliance Intern,Grant Thornton,,,,,,https://www.grantthornton.com/careers,,PRE,
2021,Membership Coordinator,Greater Vancouver Board of Trade,,,,,,https://www.boardoftrade.com/about/careers,,POST,
2021,Digital Marketing Intern,GUD,,,,,,,,PRE,
2021,Intern of Initial Public Offering Group at Investment Bank Division,"Guotai Junan Securities Co., Ltd",,,,,,https://www.gtja.com/content/gtja_en/home.html,,PRE,
2021,Articling Student,Halton Region  ,,,,,,https://careers.halton.ca/,,POST,
2021,Articling Student,Halton Regional Police Service,,,,,,https://www.haltonpolice.ca/en/join-our-team/civilian-opportunities.aspx,,POST,
2021,Sales & Marketing manager,Hard Pack Magazine,,,,,,https://www.hardpackmagazine.com/pages/about,,POST,
2021,Senior Analyst,Hiive,,,,,,https://www.hiive.com/careers,,POST,
2021,Data Analyst,Hiive,,,,,,https://www.hiive.com/careers,,POST,
2021,Intermediate Analytics Engineer,Hiive,,,,,,https://www.hiive.com/careers,,POST,
2021,Hilti Store Representative,Hilti Canada,,,,,,https://careers.hilti.group/en-ca/,,POST,
2021,Inside Salaes Account Manager ,Hilti Canada ,,,,,,https://careers.hilti.group/en-ca/,,POST,
2021,Investment Advisor Assistant,HollisWealth,,,,,,"NA; acquired by iA financial group, rebranded as Investia and iA Private Wealth",,PRE,
2021,Vice President,HOSA Canada,,,,,,https://hosacanada.org/home/careers/,,PRE,
2021,Social Media Manager,IndepOnline,,,,,,,,PRE,
2021,Intern of the Corporate Finance & Accounting Department,Industrial and Commercial Bank of China,,,,,,https://www.icbc-ltd.com/icbcltd/en,,PRE,
2021,Co-Founder,Inference Health,,,,,,https://www.inference.health/,,POST,
2021,Associate Software Engineer,Infosys,,,,,,https://www.infosys.com/careers.html,,POST,
2021,Co-Founder and COO,InMoving Services Inc.,,,,,,https://ca.linkedin.com/company/immoving-services-inc,,PRE,
2021,Resource Mobilization Associate (REM Strategy Delivery),International Committee of the Red Cross,,,,,,https://careers.icrc.org/go/All-Jobs/3807301/,,POST,
2021,Resource Mobilization Officer (Center of Expertise on Governments),International Committee of the Red Cross,,,,,,https://careers.icrc.org/go/All-Jobs/3807301/,,POST,
2021,Banking Intern,INVESTBANK - Jordan,,,,,,https://www.investbank.jo/careers/,,PRE,
2021,Market & UX Research Intern ,Jet Digital Inc. ,,,,,,https://ca.linkedin.com/company/jet-digital-jetstream,,POST,
2021,Investment Analyst,Kaimo Investments,,,,,,https://www.linkedin.com/company/kaimoinvestments/,,PRE,
2021,Vice President of Finance & Invested Analyst,Kaimo Investments,,,,,,https://www.linkedin.com/company/kaimoinvestments/,,PRE,
2021,Analyst ,Kaimo Investments,,,,,,https://www.linkedin.com/company/kaimoinvestments/,,PRE,
2021,Analyst,Kaimo Investments,,,,,,https://www.linkedin.com/company/kaimoinvestments/,,PRE,
2021,Vice President of Administration,Kaimo Investments,,,,,,https://www.linkedin.com/company/kaimoinvestments/,,PRE,
2021,Co-Founder & Invested Analyst,Kaimo Investments,,,,,,https://www.linkedin.com/company/kaimoinvestments/,,PRE,Started during degree
2021,Data Analysis Intern,Kasi Insight,,,,,,https://www.kasiinsight.com/,,PRE,
2021,Executive Assistant,Kaymo Fastener Co.,,,,,,https://kaymo.com/pages/career,,PRE,
2021,"Product, Marketing & Sales Coordinator",Kaymo Fastener Co.,,,,,,https://kaymo.com/pages/career,,POST,
2021,Procurement Specialist,KCC Silicone Corportaion / Momentive ,,,,,,https://www.kccsilicone.com/eng/kccSiliconeCareer/talent.do,,POST,
2021,Co-Founder,KISCO Coffee,,,,,,,,PRE,
2021,Trading Analyst (Intern),Knowledge International Pte Ltd,,,,,,https://www.knowledgeglobal.sg/,,PRE,
2021,"Senior Consultant, Global Transfer Pricing and Economic Services",KPMG,,,,,,https://kpmg.com/xx/en/careers.html,,POST,
2021,"Database, Sales and Marketing Intern",M.F. Consultants,,,,,,https://mandfconsultants.com/jobs/,,PRE,
2021,Risk Analyst,Marsh McLennan,,,,,,https://careers.marshmclennan.com/,,POST,
2021,Consultant  ,Mastercard Data & Services,,,,,,https://careers.mastercard.com/us/en,,POST,
2021,Refugee Hearing Preparation Supervisor,Matthew House Toronto,,,,,,https://www.matthewhouse.ca/work-with-us,,POST,
2021,Summer intern,mcCallumSather,,,,,,https://www.mccallumsather.com/people/careers/opportunities/,,PRE,
2021,Teaching Assistant,McGill University,,,,,,https://www.mcgill.ca/hr/careers,,POST,
2021,Business Analyst,MDA,,,,,,https://mda.space/careers/,,PRE,
2021,Merchandise Analyst ,Merchandise Analyst ,,,,,,,,POST,
2021,Data Scientist,Metrolinx,,,,,,https://www.metrolinx.com/en/about-us/careers,,POST,
2021,Data Analytics Consultant with Metrolinx - Academic Capstone,Metrolinx,,,,,,https://www.metrolinx.com/en/about-us/careers,,POST,
2021,Credit Officer,Micro Housing Finance Corporation,,,,,,https://www.linkedin.com/company/micro-housing-finance-corporation,,PRE,
2021,Food Expeditor,Modis,,,,,,,,PRE,
2021,Investment Banking Intern - Corporate Finance & Advisory,National Bank of Oman,,,,,,https://www.nbo.om/en/Pages/Careers/Career-Listing.aspx,,PRE,
2021,Investment Banking Intern - Asset Management,National Bank of Oman,,,,,,https://www.nbo.om/en/Pages/Careers/Career-Listing.aspx,,PRE,
2021,Administrative Assistant,Novella Wealth,,,,,,https://novellawealth.com/join-us/,,POST,Started during degree
2021,Associate Advisor,Novella Wealth,,,,,,https://novellawealth.com/join-us/,,POST,
2021,Investment and Acceleration Intern,Oasis500,,,,,,https://oasis500.com/,,PRE,
2021,Financial Analyst,Oreninc,,,,,,https://oreninc.co/,,PRE,
2021,Soldier,Österreichisches Bundesheer (Austrian Armed Forces),,,,,,https://www.jobboerse.gv.at/bundesheer/,,POST,
2021,Online Marketing Intern,Pangram Marketing and Solutions,,,,,,https://www.pangram.com/careers,,PRE,
2021,Building and tinkering,Parametric,,,,,,,,POST,Started during degree
2021,Chief Technology Officer/Founder,Parasol Platforms,,,,,,https://parasolplatforms.com/,,POST,
2021,Research Analyst,Payments Canada,,,,,,https://penderfund.com/careers/,,POST,
2021,Private Equity Intern,PenderFund Capital Management,,,,,,https://penderfund.com/careers/,,PRE,
2021,"Busser, Kitchen Helper and Bartender",Pit Pub& Gallery 2.0,,,,,,https://www.ams.ubc.ca/business/the-pit/,,PRE,
2021,Rotaional Analyst,Powerex,,,,,,https://powerex.com/careers,,POST,
2021,Associate Trader,Powerex,,,,,,https://powerex.com/careers,,POST,
2021,Summer Analyst,Prosight Partners,,,,,,https://prosightpartners.com/,,PRE,
2021,Sourcing Analyst,Provincial Health Services Authority,,,,,,https://www.phsa.ca/Careers/,,POST,
2021,Group Strategic Information Technology (GSIT) Intern,PT Bank Central Asia Tbk,,,,,,https://www.bca.co.id/en/tentang-bca,,PRE,
2021,Business Development Executive,PT Havanna Teguh Sadana,,,,,,https://pe.linkedin.com/company/pt-havanna-teguh-sadana,,POST,
2021,Managing Director,Puni Cleaner,,,,,,https://www.linkedin.com/company/puni-cleaner,,POST,
2021,Senior Associate Consultant,PwC,,,,,,https://www.pwc.com/gx/en/careers.html,,PRE,
2021,M&A Consultant - Deals,PwC Canada,,,,,,https://www.pwc.com/ca/en/careers.html,,POST,
2021,Associate,PwC Canada,,,,,,https://www.pwc.com/ca/en/careers.html,,POST,
2021,Legal Intern,Rabah and Sharaiha Legal Consultants,,,,,,https://rabahlaw.com/,,PRE,
2021,Treasury Prakitkant,Raiffeisen-Landesbank Steiermark,,,,,,https://www.raiffeisen.at/stmk/rlb/de/privatkunden.html,,PRE,
2021,Scrum Master Intern - Corporate Banking,Raiffeisen-Landesbank Steiermark,,,,,,https://www.raiffeisen.at/stmk/rlb/de/privatkunden.html,,PRE,
2021,Technical Systems Analyst Intern,RBC,,,,,,https://jobs.rbc.com/ca/en,,PRE,
2021,Client Advisor Summer Intern,RBC,,,,,,https://jobs.rbc.com/ca/en,,PRE,
2021,Client Advisor,RBC,,,,,,https://jobs.rbc.com/ca/en,,POST,
2021,Banking Advisor,RBC,,,,,,https://jobs.rbc.com/ca/en,,POST,
2021,Business Analyst,RBC,,,,,,https://jobs.rbc.com/ca/en,,PRE,
2021,Finance Intern,RE Royalties Ltd.,,,,,,https://www.reroyalties.com/,,PRE,
2021,Junior Financial Analyst,RE Royalties Ltd.,,,,,,https://www.reroyalties.com/,,PRE,
2021,Executive Marketing Assistant,RE/MAX,,,,,,https://remax.careers/,,PRE,
2021,Behavioural Insights Consultant,Reewild,,,,,,https://reewild.com/jobs/,,POST,
2021,Analyst ,Renew Earth Capital ,,,,,,,,POST,
2021,Airborne Division Translation Specialist,Republic of Korea Army,,,,,,https://www.army.mil.kr/english/index..do,,PRE,
2021,Undergraduate Student Researcher,RWTH Aachen University,,,,,,https://www.rwth-aachen.de/go/id/buym/lidx/1/,,POST,Started during degree
2021,Business Analyst ,Safesidewalks Canada ,,,,,,https://www.safesidewalks.ca/,,POST,
2021,Software Development Intern,SAP,,,,,,https://jobs.sap.com/,,POST,
2021,Founder ,SASHTHETICS FITNESS INC. ,,,,,,NA,,POST,
2021,Prefect,School of Scientific Research,,,,,,,,PRE,
2021,"Analyst, Commercial Banking",Scotiabank,,,,,,https://www.scotiabank.com/careers/en/careers.html,,POST,
2021,"Senior Associate, Technology and Innovation Banking",Scotiabank,,,,,,https://www.scotiabank.com/careers/en/careers.html,,POST,
2021,Tax Administrator,Scotiabank,,,,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,
2021,Investment Analyst,"Shenzhen Capital Group Co., Ltd",,,,,,https://www.szvc.com.cn/en-about,,PRE,
2021,Venture Partner,Shixiang Tech,,,,,,https://www.shixiangtech.com/,,POST,
